text,label
"Pasien mengeluh lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah dan haid tidak normal",Hipertiroid
"Badan terasa sesak napas disertai berkeringat, sakit dada",Serangan Jantung
"Dok, saya merasa nyeri sendi dan sakit saat berjalan",Osteoartritis
"Saya mengalami lemas, batuk, demam tinggi, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
Gejala yang dialami: itching serta ruam kulit,Cacar Air
"Keluhan utama: itching, muntah, lemas, berat badan turun, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Pasien mengeluh ruam kulit, nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku dan kuku meradang",Psoriasis
"Pasien mengeluh berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat dan sering buang air kecil",Diabetes
"Keluhan utama: sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Dok, saya merasa menggigil dan sakit perut",Tifush (Demam Tifoid)
"Pasien mengeluh sakit punggung, lemah anggota gerak, pusing dan hilang keseimbangan",Saraf Leher Terjepit
"Badan terasa lemas disertai cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Badan terasa menggigil disertai muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
Gejala yang dialami: menggigil serta muntah,Tifush (Demam Tifoid)
"Dok, saya merasa itching dan mata menguning",Kolestasis Kronis
"Keluhan utama: ruam kulit, jerawat bernanah, komedo, luka gores",Jerawat
Gejala yang dialami: bersin terus menerus serta menggigil,ISPA/Influenza
Gejala yang dialami: menggigil serta muntah,Tifush (Demam Tifoid)
Gejala yang dialami: lemas serta kram,Varises
"Badan terasa menggigil disertai menggigil, mata berair",Alergi
"Dok, saya merasa nyeri sendi dan pendarahan lambung",Hepatitis E
"Keluhan utama: nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Badan terasa bersin terus menerus disertai menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman, nyeri otot",ISPA/Influenza
"Keluhan utama: ruam kulit, menggigil, nyeri sendi, muntah, demam tinggi, sakit kepala, mual, hilang nafsu makan, sakit di belakang mata, sakit punggung, tidak enak badan, nyeri otot, bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Badan terasa ruam kulit disertai nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Keluhan utama: nyeri sendi, muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Badan terasa nyeri sendi disertai sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak",Osteoartritis
"Pasien mengeluh bersin terus menerus, menggigil, menggigil dan mata berair",Alergi
"Keluhan utama: menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit",Tifush (Demam Tifoid)
"Keluhan utama: lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Saya mengalami lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak, urat menonjol di betis",Varises
"Dok, saya merasa lemas dan dahak berlendir",Asma Bronkial
"Keluhan utama: itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut, mata menguning",Kolestasis Kronis
"Badan terasa muntah disertai lemas, cemas, berkeringat, sakit kepala, mual, penglihatan kabur, rasa lapar berlebihan, bibir kering dan kesemutan, bicara pelat, mudah marah, jantung berdebar",Hipoglikemia (Gula Darah Rendah)
"Keluhan utama: sembelit, sakit saat buang air besar, sakit di daerah anus, buang air besar berdarah, iritasi di anus",Wasir/Ambeien
"Keluhan utama: lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
Gejala yang dialami: sakit perut serta asam lambung naik,GERD (Asam Lambung)
"Saya mengalami nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Dok, saya merasa lemas dan haid tidak normal",Hipotiroid
"Dok, saya merasa ruam kulit dan kuku meradang",Psoriasis
"Keluhan utama: itching, lemas, lesu, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah, menerima suntikan tidak steril",Hepatitis B
"Pasien mengeluh lemas, berat badan naik, tangan dan kaki dingin, perubahan suasana hati, lesu, pusing, wajah dan mata bengkak, pembesaran tiroid, kuku rapuh, swollen extremeties, depresi, mudah marah dan haid tidak normal",Hipotiroid
Gejala yang dialami: lemas serta berat badan naik,Hipotiroid
"Pasien mengeluh nyeri sendi, muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut dan mata menguning",Hepatitis D
"Pasien mengeluh menggigil, lemas, batuk, demam tinggi, sakit kepala, kelenjar getah bening bengkak, tidak enak badan, dahak, iritasi tenggorokan, mata merah, tekanan sinus, hidung meler, hidung tersumbat, sakit dada, hilang penciuman dan nyeri otot",ISPA/Influenza
"Saya mengalami bersin terus menerus, menggigil, menggigil, mata berair",Alergi
"Keluhan utama: berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Pasien mengeluh lemah otot, leher kaku, kaku saat bergerak dan sakit saat berjalan",Radang Sendi
Gejala yang dialami: ruam kulit serta nyeri sendi,Psoriasis
"Keluhan utama: muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
Gejala yang dialami: itching serta muntah,Kolestasis Kronis
"Dok, saya merasa nyeri sendi dan pendarahan lambung",Hepatitis E
"Badan terasa nyeri sendi disertai muntah, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, diare, demam ringan, mata menguning, nyeri otot",hepatitis A
"Keluhan utama: ruam kulit, nyeri sendi, kulit mengelupas, sisik perak, lekukan kecil di kuku, kuku meradang",Psoriasis
"Dok, saya merasa muntah dan tidak stabil",Vertigo
"Keluhan utama: muntah, mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
"Saya mengalami itching, ruam kulit, sakit perut, rasa terbakar saat buang air kecil",Reaksi Obat/Alergi
"Saya mengalami sakit perut, asam lambung naik, sariawan di lidah, muntah, batuk, sakit dada",GERD (Asam Lambung)
"Keluhan utama: sakit kepala, sakit dada, pusing, hilang keseimbangan, sulit berkonsentrasi",Hypertension
"Pasien mengeluh itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut dan mata menguning",Kolestasis Kronis
"Dok, saya merasa muntah dan batuk berdarah",TBC (Tuberkulosis)
"Badan terasa lemas disertai kram, memar, obesitas, kaki bengkak, urat menonjol di betis",Varises
"Badan terasa ruam kulit disertai jerawat bernanah, komedo, luka gores",Jerawat
Gejala yang dialami: lemas serta berat badan turun,Diabetes
Gejala yang dialami: itching serta ruam kulit,Infeksi Jamur
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Pasien mengeluh bersin terus menerus, menggigil dan mata berair",Alergi
"Saya mengalami ruam kulit, jerawat bernanah, komedo",Jerawat
"Keluhan utama: menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Keluhan utama: menggigil, muntah, lemas, berat badan turun, batuk, demam tinggi, sesak napas, berkeringat, hilang nafsu makan, demam ringan, mata menguning, kelenjar getah bening bengkak, tidak enak badan, dahak, sakit dada, batuk berdarah",TBC (Tuberkulosis)
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Badan terasa ruam kulit disertai demam tinggi, melepuh, luka merah di sekitar hidung, cairan kuning mengeras",Impetigo
"Badan terasa nyeri sendi disertai muntah, lemas, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning",Hepatitis D
"Saya mengalami sakit punggung, lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Dok, saya merasa itching dan spotting  urination",Reaksi Obat/Alergi
"Dok, saya merasa menggigil dan sakit perut",Tifush (Demam Tifoid)
"Keluhan utama: nyeri sendi, muntah, lemas, demam tinggi, kulit menguning, urine berwarna gelap, mual, hilang nafsu makan, sakit perut, mata menguning, gagal hati akut, koma, pendarahan lambung",Hepatitis E
"Badan terasa menggigil disertai muntah, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Badan terasa itching disertai ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
"Saya mengalami itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Saya mengalami ruam kulit, jerawat bernanah, komedo",Jerawat
"Dok, saya merasa ruam kulit dan bintik merah di seluruh tubuh",Demam Berdarah Dengue (DBD)
"Pasien mengeluh lemas, kram, memar, obesitas, kaki bengkak, pembuluh darah bengkak dan urat menonjol di betis",Varises
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Badan terasa muntah disertai kulit menguning, sakit perut, perut kembung, riwayat konsumsi alkohol, kelebihan cairan",Hepatitis Alkoholik
Gejala yang dialami: muntah serta sakit kepala,Kelumpuhan (Pendarahan Otak)
"Badan terasa itching disertai muntah, kulit menguning, mual, sakit perut, mata menguning",Kolestasis Kronis
"Saya mengalami menggigil, muntah, demam tinggi, berkeringat, sakit kepala, mual, diare, nyeri otot",Malaria
"Badan terasa muntah disertai sesak napas, berkeringat",Serangan Jantung
"Saya mengalami itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Saya mengalami lemas, kram, memar, obesitas, kaki bengkak, urat menonjol di betis",Varises
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Dok, saya merasa menggigil dan nyeri otot",Malaria
"Keluhan utama: muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, gatal di dalam",Gastritis (Maag)
"Saya mengalami nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
"Saya mengalami mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
Gejala yang dialami: bersin terus menerus serta menggigil,ISPA/Influenza
"Saya mengalami lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
Gejala yang dialami: muntah serta gangguan pencernaan,Gastritis (Maag)
"Saya mengalami itching, sakit perut, rasa terbakar saat buang air kecil, spotting  urination",Reaksi Obat/Alergi
Gejala yang dialami: muntah serta sakit kepala,Vertigo
Gejala yang dialami: lemas serta mual,Hepatitis C
"Dok, saya merasa lemah otot dan sakit saat berjalan",Radang Sendi
Gejala yang dialami: muntah serta kulit menguning,Kolestasis Kronis
"Saya mengalami muntah, sakit kepala, lemah satu sisi tubuh, kesadaran berubah",Kelumpuhan (Pendarahan Otak)
Gejala yang dialami: lemah otot serta leher kaku,Radang Sendi
"Keluhan utama: sakit kepala, sakit dada, pusing, hilang keseimbangan, sulit berkonsentrasi",Hypertension
"Pasien mengeluh gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas dan gatal di dalam",Gastritis (Maag)
"Dok, saya merasa sakit perut dan sakit dada",GERD (Asam Lambung)
"Pasien mengeluh jerawat bernanah, komedo dan luka gores",Jerawat
Gejala yang dialami: sembelit serta sakit saat buang air besar,Wasir/Ambeien
"Keluhan utama: menggigil, lemas, batuk, sesak napas, berkeringat, tidak enak badan, dahak, sakit dada, detak jantung cepat, dahak berwarna karat",Pneumonia (Radang Paru)
"Saya mengalami sakit punggung, lemah anggota gerak, sakit leher, pusing, hilang keseimbangan",Saraf Leher Terjepit
"Saya mengalami menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, sakit perut",Tifush (Demam Tifoid)
"Pasien mengeluh ruam kulit, jerawat bernanah, komedo dan luka gores",Jerawat
"Saya mengalami muntah, gangguan pencernaan, hilang nafsu makan, sakit perut, sering buang gas, gatal di dalam",Gastritis (Maag)
"Keluhan utama: itching, muntah, lemas, berat badan turun, demam tinggi, kulit menguning, urine berwarna gelap, sakit perut",Penyakit Kuning
"Keluhan utama: ruam kulit, jerawat bernanah, luka gores",Jerawat
"Badan terasa lemas disertai berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Saya mengalami lemas, perubahan suasana hati, berat badan turun, gelisah, berkeringat, diare, detak jantung cepat, rasa lapar berlebihan, lemah otot, mudah marah, haid tidak normal",Hipertiroid
"Pasien mengeluh lemas, kram, obesitas, kaki bengkak, pembuluh darah bengkak dan urat menonjol di betis",Varises
"Badan terasa nyeri sendi disertai sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
"Dok, saya merasa ruam kulit dan kuku meradang",Psoriasis
"Dok, saya merasa nyeri sendi dan pendarahan lambung",Hepatitis E
"Keluhan utama: pengecilan otot, bercak di tenggorokan, demam tinggi, kontak seksual berisiko",HIV/AIDS
"Keluhan utama: itching, ruam kulit, lemas, lesu, demam tinggi, sakit kepala, hilang nafsu makan, demam ringan, kelenjar getah bening bengkak, tidak enak badan, bintik merah di seluruh tubuh",Cacar Air
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
"Keluhan utama: bersin terus menerus, menggigil, menggigil, mata berair",Alergi
"Dok, saya merasa ruam kulit dan cairan kuning mengeras",Impetigo
"Dok, saya merasa muntah dan sakit dada",Serangan Jantung
"Keluhan utama: menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, wajah pucat sakit, sakit perut",Tifush (Demam Tifoid)
"Pasien mengeluh asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah dan gangguan pengelihatan",Migrain
"Keluhan utama: lemas, berat badan turun, gelisah, lesu, kadar gula tidak teratur, penglihatan kabur, obesitas, rasa lapar berlebihan, nafsu makan meningkat, sering buang air kecil",Diabetes
"Badan terasa muntah disertai sakit kepala, mual, berputar-putar, hilang keseimbangan, tidak stabil",Vertigo
"Saya mengalami itching, muntah, kulit menguning, mual, hilang nafsu makan, sakit perut, mata menguning",Kolestasis Kronis
"Badan terasa itching disertai lemas, lesu, kulit menguning, urine berwarna gelap, hilang nafsu makan, sakit perut, urine kuning pekat, mata menguning, tidak enak badan, menerima transfusi darah, menerima suntikan tidak steril",Hepatitis B
"Keluhan utama: nyeri sendi, sakit leher, sakit lutut, nyeri sendi panggul, sendi bengkak, sakit saat berjalan",Osteoartritis
"Pasien mengeluh lemas, kulit menguning, mual, hilang nafsu makan, mata menguning dan riwayat keluarga",Hepatitis C
"Pasien mengeluh itching, ruam kulit, rasa terbakar saat buang air kecil dan spotting  urination",Reaksi Obat/Alergi
"Dok, saya merasa bersin terus menerus dan mata berair",Alergi
"Dok, saya merasa nyeri sendi dan mata menguning",Hepatitis D
Gejala yang dialami: lemas serta memar,Varises
"Pasien mengeluh menggigil, muntah, lemas, demam tinggi, sakit kepala, mual, sembelit, sakit perut, diare, wajah pucat sakit dan sakit perut",Tifush (Demam Tifoid)
"Dok, saya merasa muntah dan sakit dada",Serangan Jantung
"Dok, saya merasa menggigil dan batuk berdarah",TBC (Tuberkulosis)
"Saya mengalami lemah otot, leher kaku, sendi bengkak, kaku saat bergerak",Radang Sendi
"Pasien mengeluh asam lambung naik, gangguan pencernaan, sakit kepala, penglihatan kabur, rasa lapar berlebihan, leher kaku, depresi, mudah marah dan gangguan pengelihatan",Migrain
Gejala yang dialami: lemas serta kram,Varises
"Badan terasa itching disertai ruam kulit, benjolan merah di kulit, dischromic  patches",Infeksi Jamur
Gejala yang dialami: muntah serta sakit perut,Hepatitis Alkoholik
"Dok, saya merasa lemas dan riwayat keluarga",Hepatitis C
"Keluhan utama: mata cekung, dehidrasi, diare",Gastroenteritis (Muntaber)
